0:00:01.081258,1,371351
0:00:01.290351,2,205628
0:00:01.474732,3,185390
0:00:01.667162,4,187934
0:00:01.855655,5,191245
0:00:02.049280,6,194611
0:00:02.247362,7,197900
0:00:02.451831,8,201421
0:00:02.653135,9,204805
0:00:02.834021,10,182348
0:00:02.983842,11,147698
0:00:03.113414,12,128376
0:00:03.235468,13,119040
0:00:03.344452,14,116165
0:00:03.470030,15,117435
0:00:03.591248,16,119218
0:00:03.706439,17,120965
0:00:03.822814,18,117298
0:00:03.938097,19,108117
0:00:04.030945,20,101154
0:00:04.135797,21,96599
0:00:04.227217,22,95238
0:00:04.325368,23,96276
0:00:04.417257,24,97699
0:00:04.520977,25,99181
0:00:04.625749,26,100263
0:00:04.712273,27,95871
0:00:04.811513,28,90140
0:00:04.896620,29,86920
0:00:04.984506,30,85745
0:00:05.068684,31,86658
0:00:05.152806,32,87937
0:00:05.237722,33,89241
0:00:05.337950,34,90560
0:00:05.425225,35,90825
0:00:05.512905,36,87152
0:00:05.593075,37,83705
0:00:05.672388,38,81460
0:00:05.750459,39,80714
0:00:05.834394,40,81605
0:00:05.918468,41,82790
0:00:06.002613,42,84026
0:00:06.084200,43,85281
0:00:06.180770,44,85844
0:00:06.255551,45,82980
0:00:06.338010,46,80054
0:00:06.417976,47,77867
0:00:06.491753,48,77010
0:00:06.571238,49,77747
0:00:06.651775,50,78893
0:00:06.733518,51,80052
0:00:06.809760,52,81205
0:00:06.890471,53,82355
0:00:06.971311,54,81714
0:00:07.051110,55,78340
0:00:07.126668,56,76046
0:00:07.207600,57,74462
0:00:07.275831,58,74253
0:00:07.357128,59,75215
0:00:07.432408,60,76325
0:00:07.512283,61,77443
0:00:07.592660,62,78578
0:00:07.660170,63,79615
0:00:07.747839,64,78645
0:00:07.822415,65,75870
0:00:07.890250,66,73901
0:00:07.971166,67,73002
0:00:08.036288,68,73561
0:00:08.117818,69,74618
0:00:08.185677,70,75679
0:00:08.266262,71,76766
0:00:08.341535,72,77875
0:00:08.422348,73,78936
0:00:08.504735,74,78246
0:00:08.585055,75,75633
0:00:08.648045,76,73883
0:00:08.720574,77,72830
0:00:08.792462,78,72948
0:00:08.867548,79,73955
0:00:08.943828,80,75015
0:00:09.025324,81,76091
0:00:09.098672,82,77190
0:00:09.183176,83,78291
0:00:09.259613,84,78514
0:00:09.334944,85,76735
0:00:09.412854,86,74843
0:00:09.480929,87,73625
0:00:09.558620,88,73646
0:00:09.631885,89,74632
0:00:09.704440,90,75713
0:00:09.788821,91,76795
0:00:09.861137,92,77912
0:00:09.937671,93,79056
0:00:10.030148,94,79322
0:00:10.092515,95,77253
0:00:10.174903,96,75400
0:00:10.249268,97,74131
0:00:10.316961,98,73997
0:00:10.392489,99,74883
0:00:10.472654,100,75955
0:00:10.549199,101,77033
0:00:10.628830,102,78147
0:00:10.709992,103,79238
0:00:10.790265,104,78958
0:00:10.859944,105,76690
0:00:10.940777,106,74985
0:00:11.007864,107,73941
0:00:11.088629,108,74220
0:00:11.153946,109,75270
0:00:11.238091,110,76370
0:00:11.319448,111,77465
0:00:11.388269,112,78580
0:00:11.475827,113,79701
0:00:11.556912,114,79270
0:00:11.629462,115,76770
0:00:11.708163,116,75025
0:00:11.771837,117,73883
0:00:11.855918,118,73952
0:00:11.931145,119,74953
0:00:12.003464,120,76019
0:00:12.084215,121,77114
0:00:12.156072,122,78215
0:00:12.240830,123,79205
0:00:12.314010,124,77935
0:00:12.396424,125,75581
0:00:12.464846,126,74020
0:00:12.533447,127,73398
0:00:12.615146,128,74092
0:00:12.692529,129,75175
0:00:12.765529,130,76268
0:00:12.837992,131,77374
0:00:12.923792,132,78516
0:00:13.001413,133,79488
0:00:13.078857,134,78120
0:00:13.149611,135,75767
0:00:13.221437,136,74236
0:00:13.293385,137,73418
0:00:13.369413,138,73792
0:00:13.449617,139,74814
0:00:13.530128,140,75895
0:00:13.599016,141,76995
0:00:13.675523,142,78120
0:00:13.756221,143,79020
0:00:13.836711,144,77516
0:00:13.914231,145,75310
0:00:13.991415,146,73875
0:00:14.059588,147,73435
0:00:14.132190,148,74245
0:00:14.204216,149,75310
0:00:14.282246,150,76392
0:00:14.366878,151,77495
0:00:14.438756,152,78614
0:00:14.524448,153,79590
0:00:14.601178,154,78076
0:00:14.673265,155,75780
0:00:14.744628,156,74200
0:00:14.816513,157,73330
0:00:14.892159,158,73745
0:00:14.964967,159,74790
0:00:15.045857,160,75861
0:00:15.119478,161,76945
0:00:15.196292,162,78045
0:00:15.282338,163,79060
0:00:15.355103,164,78280
0:00:15.439370,165,76110
0:00:15.504302,166,74634
0:00:15.586578,167,74117
0:00:15.655836,168,74876
0:00:15.738165,169,75960
0:00:15.812903,170,77060
0:00:15.894201,171,78205
0:00:15.964691,172,79352
0:00:16.045261,173,80363
0:00:16.131600,174,79020
0:00:16.206440,175,76656
0:00:16.273358,176,75190
0:00:16.354620,177,74480
0:00:16.429419,178,75100
0:00:16.508810,179,76161
0:00:16.589815,180,77260
0:00:16.658886,181,78370
0:00:16.739161,182,79522
0:00:16.825149,183,80348
0:00:16.904739,184,78640
0:00:16.976655,185,76345
0:00:17.045298,186,74901
0:00:17.131364,187,74530
0:00:17.203288,188,75400
0:00:17.274904,189,76495
0:00:17.359227,190,77606
0:00:17.434577,191,78740
0:00:17.519343,192,79870
0:00:17.591580,193,80640
0:00:17.675666,194,78660
0:00:17.748578,195,76670
0:00:17.820435,196,75287
0:00:17.899835,197,74601
0:00:17.978908,198,75209
0:00:18.044983,199,76289
0:00:18.123912,200,77380
0:00:18.208139,201,78491
0:00:18.292234,202,79635
0:00:18.367687,203,79970
0:00:18.439107,204,77485
0:00:18.520534,205,75636
0:00:18.593522,206,74273
0:00:18.668939,207,74162
0:00:18.740520,208,75170
0:00:18.812993,209,76251
0:00:18.892449,210,77354
0:00:18.969380,211,78488
0:00:19.051055,212,79603
0:00:19.130983,213,79963
0:00:19.211486,214,77408
0:00:19.292881,215,75362
0:00:19.365862,216,74052
0:00:19.437501,217,73909
0:00:19.512326,218,74787
0:00:19.589031,219,75890
0:00:19.660878,220,77000
0:00:19.745223,221,78145
0:00:19.817565,222,79271
0:00:19.905449,223,79362
0:00:19.980101,224,77203
0:00:20.058051,225,75516
0:00:20.125982,226,74604
0:00:20.206466,227,74963
0:00:20.281657,228,76038
0:00:20.361404,229,77105
0:00:20.428524,230,78230
0:00:20.508017,231,79379
0:00:20.595904,232,80472
0:00:20.675308,233,79730
0:00:20.748247,234,77235
0:00:20.827369,235,75802
0:00:20.901559,236,75036
0:00:20.980976,237,75498
0:00:21.057627,238,76566
0:00:21.124960,239,77639
