0:00:01.639502,1,263535
0:00:01.822615,2,178876
0:00:01.978906,3,159975
0:00:02.146568,4,161871
0:00:02.311352,5,164553
0:00:02.476140,6,167318
0:00:02.649651,7,170100
0:00:02.814298,8,172885
0:00:02.991452,9,172586
0:00:03.144438,10,148722
0:00:03.265434,11,128771
0:00:03.393882,12,117710
0:00:03.508804,13,114553
0:00:03.623391,14,115833
0:00:03.731967,15,117548
0:00:03.859158,16,119315
0:00:03.973831,17,116010
0:00:04.075505,18,107070
0:00:04.173957,19,100606
0:00:04.269144,20,96672
0:00:04.376504,21,95483
0:00:04.471678,22,96610
0:00:04.570235,23,98056
0:00:04.665196,24,99525
0:00:04.760311,25,99845
0:00:04.860461,26,93406
0:00:04.948180,27,87587
0:00:05.024454,28,84372
0:00:05.120566,29,83996
0:00:05.203647,30,85116
0:00:05.290200,31,86340
0:00:05.373502,32,87595
0:00:05.456696,33,88330
0:00:05.543345,34,84645
0:00:05.626737,35,80470
0:00:05.710319,36,77741
0:00:05.777695,37,76435
0:00:05.856280,38,76695
0:00:05.933625,39,77765
0:00:06.011937,40,78915
0:00:06.099915,41,80062
0:00:06.178346,42,81169
0:00:06.251562,43,79730
0:00:06.326755,44,75890
0:00:06.405712,45,73393
0:00:06.472642,46,72438
0:00:06.552181,47,73193
0:00:06.625149,48,74247
0:00:06.703055,49,75330
0:00:06.781013,50,76430
0:00:06.858844,51,77521
0:00:06.932407,52,77485
0:00:07.004792,53,74405
0:00:07.079453,54,71905
0:00:07.144810,55,70085
0:00:07.216862,56,69278
0:00:07.282325,57,69795
0:00:07.360151,58,70798
0:00:07.425485,59,71815
0:00:07.497494,60,72857
0:00:07.575313,61,73898
0:00:07.653142,62,74336
0:00:07.718426,63,71703
0:00:07.795830,64,69442
0:00:07.863922,65,67913
0:00:07.932093,66,67632
0:00:07.994671,67,68505
0:00:08.063387,68,69471
0:00:08.131924,69,70480
0:00:08.203386,70,71500
0:00:08.274857,71,72527
0:00:08.350528,72,73298
0:00:08.421322,73,71442
0:00:08.496886,74,69144
0:00:08.555686,75,67685
0:00:08.630564,76,66725
0:00:08.688979,77,66865
0:00:08.763218,78,67790
0:00:08.834855,79,68751
0:00:08.898221,80,69751
0:00:08.966499,81,70765
0:00:09.037520,82,71760
0:00:09.119006,83,71964
0:00:09.182071,84,69756
0:00:09.258489,85,68065
0:00:09.324459,86,66955
0:00:09.390266,87,67215
0:00:09.451694,88,68165
0:00:09.529778,89,69145
0:00:09.595212,90,70152
0:00:09.660990,91,71161
0:00:09.739076,92,72195
0:00:09.811155,93,72751
0:00:09.876488,94,70554
0:00:09.955495,95,68458
0:00:10.021672,96,67111
0:00:10.083827,97,66545
0:00:10.149364,98,67045
0:00:10.215006,99,67998
0:00:10.293395,100,68969
0:00:10.354527,101,69993
0:00:10.432627,102,70989
0:00:10.499352,103,71822
0:00:10.565007,104,70221
0:00:10.642671,105,67960
0:00:10.708089,106,66690
0:00:10.773958,107,66360
0:00:10.840238,108,67157
0:00:10.912821,109,68091
0:00:10.978227,110,69050
0:00:11.044713,111,70052
0:00:11.122884,112,71052
0:00:11.195101,113,71977
0:00:11.260399,114,70902
0:00:11.333863,115,68335
0:00:11.399410,116,66917
0:00:11.459119,117,66048
0:00:11.524821,118,66161
0:00:11.599647,119,67028
0:00:11.665186,120,67967
0:00:11.737520,121,68950
0:00:11.802900,122,69955
0:00:11.868497,123,70970
0:00:11.946339,124,71430
0:00:12.019348,125,69436
0:00:12.077022,126,67590
0:00:12.142606,127,66535
0:00:12.208136,128,66660
0:00:12.282232,129,67575
0:00:12.350886,130,68511
0:00:12.416808,131,69490
0:00:12.495120,132,70490
0:00:12.567817,133,71475
0:00:12.634039,134,72216
0:00:12.700049,135,70320
0:00:12.772102,136,67975
0:00:12.837892,137,66650
0:00:12.910659,138,65910
0:00:12.976409,139,66290
0:00:13.043911,140,67230
0:00:13.109876,141,68171
0:00:13.170158,142,69145
0:00:13.248400,143,70125
0:00:13.314086,144,71067
0:00:13.392430,145,70601
0:00:13.460834,146,68334
0:00:13.526546,147,66918
0:00:13.592433,148,66081
0:00:13.658235,149,66605
0:00:13.718371,150,67540
0:00:13.796995,151,68506
0:00:13.862753,152,69464
0:00:13.928531,153,70445
0:00:14.001390,154,71422
0:00:14.077539,155,71689
0:00:14.140093,156,69330
0:00:14.211467,157,67591
0:00:14.271812,158,66549
0:00:14.337600,159,66216
0:00:14.415940,160,66910
0:00:14.481593,161,67871
0:00:14.541873,162,68839
0:00:14.620068,163,69833
0:00:14.686024,164,70837
0:00:14.764588,165,71371
0:00:14.825093,166,69397
0:00:14.896656,167,67603
0:00:14.962210,168,66408
0:00:15.028257,169,66307
0:00:15.097364,170,67185
0:00:15.168356,171,68152
0:00:15.239270,172,69119
0:00:15.297973,173,70105
0:00:15.372832,174,71105
0:00:15.443887,175,71757
0:00:15.514893,176,69720
0:00:15.586111,177,67544
0:00:15.649171,178,66395
0:00:15.715091,179,65856
0:00:15.781075,180,66399
0:00:15.847021,181,67340
0:00:15.913014,182,68291
0:00:15.985928,183,69280
